sender_user_id,last_order_date,frequency,monetary,recency,R_score,F_score,M_score,segment
U05720,2024-07-05 17:29:36,2,95371,178,1,2,2,Dormant
U05721,2024-10-04 17:34:48,2,166113,87,2,2,3,Dormant
U05722,2024-08-21 20:18:55,1,98642,131,2,1,2,Dormant
U05723,2024-08-04 16:29:12,1,138627,148,2,1,3,Dormant
U05724,2024-02-01 08:24:49,1,233897,333,1,1,3,Dormant
U05725,2024-03-25 19:19:10,1,28311,280,1,1,1,Dormant
U05726,2024-02-27 09:40:17,3,176316,307,1,2,3,Dormant
U05727,2024-11-17 18:58:27,4,153949,43,3,3,3,Loyal Customers
U05728,2024-12-24 13:10:21,3,80508,6,4,2,2,Potential Loyalists
U05729,2024-03-27 21:55:02,2,11841,278,1,2,1,Dormant
U05730,2024-11-19 17:41:49,6,171649,41,4,3,3,Champions
U05731,2024-11-23 12:19:44,2,265672,37,4,2,4,Potential Loyalists
U05732,2024-11-21 09:25:50,2,54082,39,4,2,2,Potential Loyalists
U05733,2024-09-04 21:39:41,3,55712,117,2,2,2,Dormant
U05734,2024-02-05 12:57:07,1,2010,329,1,1,1,Dormant
U05735,2024-09-23 23:58:24,3,878118,98,2,2,4,Dormant
U05736,2024-12-10 11:00:08,3,70170,20,4,2,2,Potential Loyalists
U05738,2024-10-20 20:21:19,3,376705,71,3,2,4,Casual
U05739,2024-11-11 15:12:34,2,13201,49,3,2,1,Casual
U05740,2024-04-14 22:26:13,3,27619,260,1,2,1,Dormant
U05741,2024-12-14 12:56:55,4,169982,16,4,3,3,Champions
U05742,2024-01-12 22:40:03,1,19469,353,1,1,1,Dormant
U05743,2024-12-30 13:10:00,3,60870,0,4,2,2,Potential Loyalists
U05744,2024-10-02 08:19:01,2,68740,89,2,2,2,Dormant
U05745,2024-01-31 09:49:48,1,77217,334,1,1,2,Dormant
U05746,2024-11-16 23:11:23,3,224415,44,3,2,3,Casual
U05747,2024-10-20 23:41:39,3,143648,71,3,2,3,Casual
U05748,2024-05-25 12:01:22,3,267419,219,1,2,4,Dormant
U05749,2024-11-05 21:22:04,3,347835,55,3,2,4,Casual
U05750,2024-09-30 21:25:45,2,376854,91,2,2,4,Dormant
U05751,2024-11-03 23:28:17,3,121901,57,3,2,3,Casual
U05752,2024-05-15 23:21:01,2,25189,229,1,2,1,Dormant
U05753,2024-12-26 18:00:13,6,251451,4,4,3,3,Champions
U05754,2024-05-04 21:58:25,1,16531,240,1,1,1,Dormant
U05755,2024-11-13 10:36:14,3,271583,47,3,2,4,Casual
U05756,2024-11-09 23:35:03,1,10981,51,3,1,1,Casual
U05757,2024-12-18 09:58:23,2,43367,12,4,2,2,Potential Loyalists
U05758,2024-12-27 20:44:36,1,62704,3,4,1,2,New Customers
U05759,2024-05-15 17:20:25,1,3963,229,1,1,1,Dormant
U05760,2024-03-31 11:32:06,3,152479,274,1,2,3,Dormant
U05761,2024-10-03 16:36:47,2,306377,88,2,2,4,Dormant
U05762,2024-12-21 15:49:05,6,480816,9,4,3,4,Champions
U05763,2024-12-24 14:42:32,2,61266,6,4,2,2,Potential Loyalists
U05764,2024-08-18 18:43:36,4,312295,134,2,3,4,Can't Lose Them
U05765,2024-11-11 23:16:05,3,319728,49,3,2,4,Casual
U05766,2024-01-28 20:47:25,1,17245,337,1,1,1,Dormant
U05767,2024-11-20 09:45:34,1,46318,40,4,1,2,New Customers
U05768,2024-02-13 14:21:22,1,42562,321,1,1,2,Dormant
U05769,2024-11-11 15:35:08,2,223602,49,3,2,3,Casual
U05770,2024-03-14 09:27:38,1,10521,291,1,1,1,Dormant
U05771,2024-06-22 08:26:08,2,67178,191,1,2,2,Dormant
U05773,2024-11-30 09:19:06,3,78253,30,4,2,2,Potential Loyalists
U05774,2024-11-14 15:11:22,3,395949,46,3,2,4,Casual
U05775,2024-11-28 10:50:23,4,290069,32,4,3,4,Champions
U05777,2024-11-23 16:56:51,4,87718,37,4,3,2,Champions
U05778,2024-07-01 23:07:43,1,10615,182,1,1,1,Dormant
U05779,2024-08-07 11:46:43,1,158934,145,2,1,3,Dormant
U05780,2024-04-01 18:38:29,2,82400,273,1,2,2,Dormant
U05781,2024-03-14 11:06:25,3,240615,291,1,2,3,Dormant
U05782,2024-11-08 18:18:56,2,142616,52,3,2,3,Casual
U05783,2024-11-24 14:20:29,3,436932,36,4,2,4,Potential Loyalists
U05785,2024-09-29 21:37:50,3,272094,92,2,2,4,Dormant
U05786,2024-08-02 09:05:18,1,2492,150,2,1,1,Dormant
U05787,2024-12-23 19:34:29,2,39940,7,4,2,2,Potential Loyalists
U05788,2024-10-02 09:54:27,1,2150,89,2,1,1,Dormant
U05789,2024-06-11 16:14:17,2,205005,202,1,2,3,Dormant
U05790,2024-05-07 22:08:27,1,4396,237,1,1,1,Dormant
U05791,2024-11-14 14:40:35,2,51073,46,3,2,2,Casual
U05794,2024-03-15 08:53:52,1,214844,290,1,1,3,Dormant
U05795,2024-11-11 23:49:54,2,67189,49,3,2,2,Casual
U05796,2024-12-30 20:05:34,2,123497,0,4,2,3,Potential Loyalists
U05797,2024-11-23 08:01:55,1,11780,37,4,1,1,New Customers
U05798,2024-11-04 22:49:11,4,581712,56,3,3,4,Loyal Customers
U05799,2024-02-14 14:09:17,1,372931,320,1,1,4,Dormant
U05800,2024-01-22 15:24:38,1,104647,343,1,1,2,Dormant
U05801,2024-01-28 11:35:32,1,6311,337,1,1,1,Dormant
U05802,2024-12-25 23:09:23,5,415436,5,4,3,4,Champions
U05803,2024-09-27 15:30:26,2,26531,94,2,2,1,Dormant
U05805,2024-01-23 12:38:22,1,125565,342,1,1,3,Dormant
U05806,2024-04-28 21:55:35,2,23238,246,1,2,1,Dormant
U05807,2024-12-25 16:25:12,6,298620,5,4,3,4,Champions
U05808,2024-01-17 22:52:41,1,34580,348,1,1,1,Dormant
U05809,2024-11-26 20:30:11,4,232057,34,4,3,3,Champions
U05810,2024-11-12 10:08:49,2,6444,48,3,2,1,Casual
U05811,2024-09-26 21:19:03,3,216941,95,2,2,3,Dormant
U05812,2024-05-19 11:49:00,1,65265,225,1,1,2,Dormant
U05813,2024-12-20 12:55:59,4,376027,10,4,3,4,Champions
U05814,2024-08-31 15:30:22,1,4147,121,2,1,1,Dormant
U05815,2024-05-08 23:58:49,2,165329,236,1,2,3,Dormant
U05816,2024-05-01 11:22:05,1,9745,243,1,1,1,Dormant
U05817,2024-02-04 23:00:50,2,236082,330,1,2,3,Dormant
U05818,2024-11-13 17:02:30,3,378116,47,3,2,4,Casual
U05819,2024-08-22 13:17:03,5,194715,130,2,3,3,At Risk
U05820,2024-02-28 16:47:00,1,91921,306,1,1,2,Dormant
U05821,2024-12-20 17:47:56,2,120428,10,4,2,3,Potential Loyalists
U05822,2024-11-26 21:05:03,1,97824,34,4,1,2,New Customers
U05823,2024-11-25 08:00:50,2,23115,35,4,2,1,Potential Loyalists
U05824,2024-09-28 23:31:14,3,50100,93,2,2,2,Dormant
U05825,2024-11-20 14:34:21,2,11399,40,4,2,1,Potential Loyalists
U05826,2024-10-03 23:32:05,4,189408,88,2,3,3,At Risk
U05827,2024-12-27 09:30:53,6,209459,3,4,3,3,Champions
U05828,2024-10-04 20:33:12,2,122727,87,2,2,3,Dormant
U05830,2024-12-21 11:15:50,4,337240,9,4,3,4,Champions
U05832,2024-11-09 17:45:50,3,42928,51,3,2,2,Casual
U05833,2024-11-06 11:00:48,5,261335,54,3,3,4,Loyal Customers
U05834,2024-08-10 11:22:05,2,193775,142,2,2,3,Dormant
U05835,2024-11-08 20:40:24,1,148259,52,3,1,3,Casual
U05836,2024-06-28 08:30:22,1,24541,185,1,1,1,Dormant
U05837,2024-12-17 22:28:54,4,130389,13,4,3,3,Champions
U05840,2024-09-10 13:24:21,2,58709,111,2,2,2,Dormant
U05841,2024-10-18 10:08:45,2,144043,73,3,2,3,Casual
U05842,2024-12-24 10:16:29,2,188899,6,4,2,3,Potential Loyalists
U05843,2024-09-10 10:21:17,2,144989,111,2,2,3,Dormant
U05844,2024-11-11 17:49:23,4,276882,49,3,3,4,Loyal Customers
U05845,2024-12-26 10:14:01,2,112829,4,4,2,2,Potential Loyalists
U05847,2024-09-10 21:55:16,3,131659,111,2,2,3,Dormant
U05848,2024-07-19 10:42:37,1,181486,164,2,1,3,Dormant
U05849,2024-12-13 20:04:34,2,224450,17,4,2,3,Potential Loyalists
U05850,2024-11-09 13:51:52,3,153161,51,3,2,3,Casual
U05851,2024-11-13 16:52:14,2,69064,47,3,2,2,Casual
U05852,2024-07-24 14:15:47,3,216370,159,2,2,3,Dormant
U05853,2024-10-06 20:11:02,2,182703,85,2,2,3,Dormant
U05854,2024-11-26 17:27:30,1,12434,34,4,1,1,New Customers
U05855,2024-12-30 16:25:04,2,68419,0,4,2,2,Potential Loyalists
U05856,2024-11-12 12:49:24,3,59480,48,3,2,2,Casual
U05857,2024-10-07 12:17:00,8,565407,84,2,4,4,Can't Lose Them
U05859,2024-11-09 13:20:38,2,45181,51,3,2,2,Casual
U05860,2024-08-12 13:13:15,5,178682,140,2,3,3,At Risk
U05861,2024-12-09 16:12:39,1,12708,21,4,1,1,New Customers
U05862,2024-08-12 19:47:53,1,13274,140,2,1,1,Dormant
U05863,2024-12-21 17:12:47,1,82109,9,4,1,2,New Customers
U05864,2024-09-19 20:47:31,2,151183,102,2,2,3,Dormant
U05865,2024-12-30 17:24:21,3,57572,0,4,2,2,Potential Loyalists
U05866,2024-11-04 15:42:49,3,52237,56,3,2,2,Casual
U05867,2024-12-20 10:46:15,5,1230290,10,4,3,4,Champions
U05868,2024-03-27 23:25:11,1,17717,278,1,1,1,Dormant
U05870,2024-10-04 21:20:31,1,3033,87,2,1,1,Dormant
U05871,2024-02-01 12:57:05,1,23365,333,1,1,1,Dormant
U05872,2024-12-23 15:26:20,3,13359,7,4,2,1,Potential Loyalists
U05873,2024-11-11 10:15:50,5,264937,49,3,3,4,Loyal Customers
U05875,2024-10-30 22:16:40,2,34912,61,3,2,1,Casual
U05876,2024-07-10 15:40:40,2,30757,173,1,2,1,Dormant
U05877,2024-11-13 09:35:03,2,35059,47,3,2,1,Casual
U05878,2024-10-26 19:39:44,2,157751,65,3,2,3,Casual
U05879,2024-09-28 12:10:57,2,140675,93,2,2,3,Dormant
U05880,2024-09-03 22:00:16,1,168532,118,2,1,3,Dormant
U05882,2024-12-01 22:12:22,2,8555,29,4,2,1,Potential Loyalists
U05883,2024-05-05 14:51:38,3,73179,239,1,2,2,Dormant
U05885,2024-11-11 14:43:56,1,12005,49,3,1,1,Casual
U05886,2024-11-26 23:14:45,4,78293,34,4,3,2,Champions
U05887,2024-11-14 08:43:46,2,26051,46,3,2,1,Casual
U05888,2024-05-20 14:59:38,2,25011,224,1,2,1,Dormant
U05890,2024-12-26 21:31:30,4,578990,4,4,3,4,Champions
U05892,2024-10-28 23:03:06,4,286678,63,3,3,4,Loyal Customers
U05893,2024-03-05 21:30:33,1,126021,300,1,1,3,Dormant
U05894,2024-11-24 19:04:46,3,182321,36,4,2,3,Potential Loyalists
U05895,2024-11-17 22:05:41,2,91699,43,3,2,2,Casual
U05896,2024-08-29 18:03:17,1,59677,123,2,1,2,Dormant
U05897,2024-10-09 17:06:42,2,286467,82,2,2,4,Dormant
U05898,2024-11-15 12:17:36,2,66636,45,3,2,2,Casual
U05899,2024-09-26 18:54:55,2,353832,95,2,2,4,Dormant
U05900,2024-12-21 23:53:46,1,38481,9,4,1,2,New Customers
U05901,2024-11-08 14:16:43,4,449626,52,3,3,4,Loyal Customers
U05904,2024-02-26 21:20:57,1,17045,308,1,1,1,Dormant
U05905,2024-11-14 12:49:05,2,29064,46,3,2,1,Casual
U05906,2024-12-13 10:41:03,3,167836,17,4,2,3,Potential Loyalists
U05908,2024-11-09 14:54:11,2,200906,51,3,2,3,Casual
U05910,2024-11-05 12:26:41,1,17989,55,3,1,1,Casual
U05911,2024-11-30 11:07:11,3,187850,30,4,2,3,Potential Loyalists
U05912,2024-11-09 15:02:23,4,343101,51,3,3,4,Loyal Customers
U05913,2024-08-12 14:03:53,4,130665,140,2,3,3,At Risk
U05914,2024-12-27 22:39:22,4,882994,3,4,3,4,Champions
U05915,2024-11-08 09:38:31,1,9391,52,3,1,1,Casual
U05916,2024-02-04 11:08:53,1,8728,330,1,1,1,Dormant
U05917,2024-11-13 13:50:13,4,96724,47,3,3,2,Loyal Customers
U05918,2024-11-05 15:32:22,2,49926,55,3,2,2,Casual
U05919,2024-06-25 15:07:51,1,17370,188,1,1,1,Dormant
U05921,2024-05-03 21:33:40,2,39698,241,1,2,2,Dormant
U05922,2024-10-29 21:00:38,2,45116,62,3,2,2,Casual
U05924,2024-12-30 11:25:41,3,61106,0,4,2,2,Potential Loyalists
U05926,2024-12-07 08:04:09,1,52377,23,4,1,2,New Customers
U05927,2024-02-19 23:45:05,1,4872,315,1,1,1,Dormant
U05928,2024-12-23 08:37:05,2,25875,7,4,2,1,Potential Loyalists
U05929,2024-12-12 23:33:22,3,366566,18,4,2,4,Potential Loyalists
U05930,2024-01-12 13:08:07,2,104839,353,1,2,2,Dormant
U05931,2024-01-06 11:59:31,1,71916,359,1,1,2,Dormant
U05932,2024-09-28 13:42:07,3,180590,93,2,2,3,Dormant
U05933,2024-11-11 13:25:30,2,79176,49,3,2,2,Casual
U05934,2024-10-30 17:54:14,2,5813,61,3,2,1,Casual
U05935,2024-11-09 14:23:34,2,74719,51,3,2,2,Casual
U05936,2024-07-03 09:37:09,1,32244,180,1,1,1,Dormant
U05937,2024-11-11 09:58:23,1,47494,49,3,1,2,Casual
U05939,2024-09-28 18:59:43,3,29633,93,2,2,1,Dormant
U05940,2024-10-04 09:40:06,4,122389,87,2,3,3,At Risk
U05941,2024-11-09 22:58:29,5,349827,51,3,3,4,Loyal Customers
U05942,2024-02-15 19:40:19,1,10471,319,1,1,1,Dormant
U05943,2024-12-25 17:42:11,3,386689,5,4,2,4,Potential Loyalists
U05944,2024-12-01 08:21:20,4,171733,29,4,3,3,Champions
U05945,2024-12-05 15:52:41,3,269097,25,4,2,4,Potential Loyalists
U05946,2024-11-13 22:32:45,5,189018,47,3,3,3,Loyal Customers
U05947,2024-12-29 23:18:48,2,72549,1,4,2,2,Potential Loyalists
U05948,2024-12-30 23:51:21,3,116342,0,4,2,3,Potential Loyalists
U05949,2024-11-29 13:17:27,3,363297,31,4,2,4,Potential Loyalists
U05950,2024-08-10 12:54:50,2,124461,142,2,2,3,Dormant
U05951,2024-03-25 16:39:26,3,446729,280,1,2,4,Dormant
U05952,2024-12-12 15:41:08,1,2911,18,4,1,1,New Customers
U05953,2024-10-15 15:37:36,2,160042,76,3,2,3,Casual
U05954,2024-12-08 17:24:41,3,227141,22,4,2,3,Potential Loyalists
U05955,2024-11-04 13:58:30,5,1022392,56,3,3,4,Loyal Customers
U05956,2024-11-12 18:55:48,6,378249,48,3,3,4,Loyal Customers
U05957,2024-11-11 13:06:56,2,13651,49,3,2,1,Casual
U05958,2024-11-13 11:23:13,5,281931,47,3,3,4,Loyal Customers
U05959,2024-12-16 13:26:50,2,36457,14,4,2,2,Potential Loyalists
U05960,2024-09-30 16:03:38,1,109749,91,2,1,2,Dormant
U05961,2024-11-26 19:37:55,1,28646,34,4,1,1,New Customers
U05962,2024-09-23 11:40:42,2,214010,98,2,2,3,Dormant
U05963,2024-03-22 11:06:46,1,4339,283,1,1,1,Dormant
U05964,2024-06-25 13:42:17,2,120001,188,1,2,3,Dormant
U05965,2024-11-26 11:46:06,4,93769,34,4,3,2,Champions
U05966,2024-11-15 11:06:36,3,126136,45,3,2,3,Casual
U05968,2024-12-29 12:24:25,4,350902,1,4,3,4,Champions
U05969,2024-09-11 22:23:52,1,9837,110,2,1,1,Dormant
U05970,2024-10-18 16:17:16,5,324755,73,3,3,4,Loyal Customers
U05971,2024-05-06 18:22:37,1,2243,238,1,1,1,Dormant
U05972,2024-10-19 20:32:19,5,407771,72,3,3,4,Loyal Customers
U05973,2024-11-30 15:33:22,5,625474,30,4,3,4,Champions
U05974,2024-09-02 22:17:57,1,14241,119,2,1,1,Dormant
U05977,2024-05-17 11:14:28,2,22806,227,1,2,1,Dormant
U05978,2024-10-03 12:07:19,3,285652,88,2,2,4,Dormant
U05979,2024-11-11 23:47:04,3,220181,49,3,2,3,Casual
U05981,2024-05-07 13:15:23,1,114445,237,1,1,2,Dormant
U05982,2024-10-31 21:54:43,4,246339,60,3,3,3,Loyal Customers
U05984,2024-12-18 20:06:23,2,66958,12,4,2,2,Potential Loyalists
U05985,2024-02-22 23:04:32,2,15266,312,1,2,1,Dormant
U05986,2024-07-11 17:47:50,1,6528,172,1,1,1,Dormant
U05987,2024-11-14 23:47:12,1,5771,46,3,1,1,Casual
U05988,2024-11-06 09:33:56,5,146473,54,3,3,3,Loyal Customers
U05989,2024-09-30 18:57:39,5,337192,91,2,3,4,Can't Lose Them
U05990,2024-05-27 21:31:32,2,516861,217,1,2,4,Dormant
U05991,2024-03-17 14:43:36,1,123279,288,1,1,3,Dormant
U05992,2024-11-25 16:10:38,4,131968,35,4,3,3,Champions
U05993,2024-11-12 13:26:21,3,75166,48,3,2,2,Casual
U05994,2024-10-13 23:26:37,3,229866,78,3,2,3,Casual
U05995,2024-10-22 19:03:00,1,116554,69,3,1,3,Casual
U05997,2024-04-30 10:16:05,1,470254,244,1,1,4,Dormant
U05999,2024-11-14 17:37:01,1,23395,46,3,1,1,Casual
U06000,2024-06-26 11:19:38,2,270065,187,1,2,4,Dormant
U06001,2024-09-09 10:31:32,3,56416,112,2,2,2,Dormant
U06002,2024-05-07 13:48:10,2,295057,237,1,2,4,Dormant
U06003,2024-08-19 22:09:17,3,230233,133,2,2,3,Dormant
U06004,2024-12-09 12:18:32,1,37323,21,4,1,2,New Customers
U06005,2024-06-29 16:05:56,2,429294,184,1,2,4,Dormant
U06006,2024-06-12 15:13:03,2,157054,201,1,2,3,Dormant
U06007,2024-11-27 11:55:05,5,613169,33,4,3,4,Champions
U06008,2024-09-21 23:52:23,1,20726,100,2,1,1,Dormant
U06009,2024-04-20 08:59:59,1,10963,254,1,1,1,Dormant
U06010,2024-05-18 11:59:04,2,28902,226,1,2,1,Dormant
U06011,2024-06-08 13:01:35,2,96745,205,1,2,2,Dormant
U06012,2024-11-05 19:11:33,3,105202,55,3,2,2,Casual
U06013,2024-11-25 17:23:02,3,355135,35,4,2,4,Potential Loyalists
U06014,2024-12-07 21:57:44,2,200986,23,4,2,3,Potential Loyalists
U06015,2024-11-25 16:14:55,2,55406,35,4,2,2,Potential Loyalists
U06016,2024-01-01 15:39:02,1,17056,364,1,1,1,Dormant
U06017,2024-06-25 08:59:06,1,41432,188,1,1,2,Dormant
U06018,2024-03-25 11:23:22,1,62256,280,1,1,2,Dormant
U06019,2024-10-24 19:27:18,4,40867,67,3,3,2,Loyal Customers
U06020,2024-02-25 22:35:39,1,3005,309,1,1,1,Dormant
U06021,2024-04-17 09:06:42,1,13799,257,1,1,1,Dormant
U06022,2024-10-09 20:22:43,2,46076,82,2,2,2,Dormant
U06023,2024-11-10 17:22:37,4,526395,50,3,3,4,Loyal Customers
U06024,2024-11-13 20:49:34,2,83344,47,3,2,2,Casual
U06025,2024-12-27 12:02:40,4,100828,3,4,3,2,Champions
U06027,2024-11-21 20:20:16,2,173228,39,4,2,3,Potential Loyalists
U06028,2024-11-15 13:47:53,6,548326,45,3,3,4,Loyal Customers
U06029,2024-11-11 21:34:24,3,152313,49,3,2,3,Casual
U06030,2024-10-27 23:51:21,4,203258,64,3,3,3,Loyal Customers
U06031,2024-09-26 11:40:34,4,489305,95,2,3,4,Can't Lose Them
U06032,2024-09-23 18:52:34,2,316341,98,2,2,4,Dormant
U06033,2024-04-11 20:09:05,1,9892,263,1,1,1,Dormant
U06034,2024-01-30 11:17:57,1,70423,335,1,1,2,Dormant
U06035,2024-10-18 09:00:27,3,35521,73,3,2,2,Casual
U06036,2024-09-09 21:40:04,1,15585,112,2,1,1,Dormant
U06037,2024-06-07 21:04:57,3,239717,206,1,2,3,Dormant
U06040,2024-02-09 23:16:50,3,22784,325,1,2,1,Dormant
U06041,2024-11-07 14:01:01,3,238408,53,3,2,3,Casual
U06042,2024-05-07 22:59:18,3,422290,237,1,2,4,Dormant
U06043,2024-11-12 16:51:48,2,190984,48,3,2,3,Casual
U06044,2024-02-12 11:34:59,1,24341,322,1,1,1,Dormant
U06045,2024-11-15 21:56:42,4,135571,45,3,3,3,Loyal Customers
U06046,2024-08-12 10:47:00,2,237361,140,2,2,3,Dormant
U06047,2024-06-06 20:39:45,3,270005,207,1,2,4,Dormant
U06048,2024-02-27 20:04:53,1,7350,307,1,1,1,Dormant
U06049,2024-09-26 17:23:04,2,239904,95,2,2,3,Dormant
U06050,2024-11-22 10:37:13,3,24000,38,4,2,1,Potential Loyalists
U06051,2024-12-18 21:43:20,3,59292,12,4,2,2,Potential Loyalists
U06052,2024-02-14 08:06:05,2,23278,320,1,2,1,Dormant
U06053,2024-11-04 18:36:35,2,211940,56,3,2,3,Casual
U06054,2024-09-25 22:18:50,2,14915,96,2,2,1,Dormant
U06055,2024-12-19 08:27:31,2,18737,11,4,2,1,Potential Loyalists
U06056,2024-12-23 09:40:34,5,569919,7,4,3,4,Champions
U06057,2024-12-06 18:42:39,3,216181,24,4,2,3,Potential Loyalists
U06058,2024-11-11 19:04:40,5,325132,49,3,3,4,Loyal Customers
U06059,2024-11-04 10:39:41,3,38881,56,3,2,2,Casual
U06060,2024-07-16 20:21:20,1,3067,167,2,1,1,Dormant
U06061,2024-05-29 14:50:54,1,16735,215,1,1,1,Dormant
U06062,2024-03-10 14:50:40,1,14228,295,1,1,1,Dormant
U06064,2024-05-18 18:26:36,2,23775,226,1,2,1,Dormant
U06065,2024-10-15 11:49:18,3,502474,76,3,2,4,Casual
U06066,2024-09-29 18:12:50,1,401268,92,2,1,4,Dormant
U06067,2024-02-15 22:38:01,1,162556,319,1,1,3,Dormant
U06068,2024-04-24 21:40:33,1,104822,250,1,1,2,Dormant
U06069,2024-11-29 09:45:09,3,271638,31,4,2,4,Potential Loyalists
U06070,2024-08-13 22:19:32,3,120763,139,2,2,3,Dormant
U06071,2024-06-23 20:12:38,2,149472,190,1,2,3,Dormant
U06072,2024-10-02 17:28:13,1,8721,89,2,1,1,Dormant
U06073,2024-03-12 14:37:29,1,25106,293,1,1,1,Dormant
U06074,2024-11-07 15:43:51,4,132843,53,3,3,3,Loyal Customers
U06075,2024-09-10 18:30:41,1,78366,111,2,1,2,Dormant
U06076,2024-04-08 18:50:08,2,292642,266,1,2,4,Dormant
U06077,2024-09-06 12:21:31,3,43018,115,2,2,2,Dormant
U06079,2024-08-27 11:18:49,1,34021,125,2,1,1,Dormant
U06080,2024-06-21 08:14:14,1,15785,192,1,1,1,Dormant
U06081,2024-11-12 12:10:00,2,33036,48,3,2,1,Casual
U06082,2024-12-10 23:45:55,2,363825,20,4,2,4,Potential Loyalists
U06083,2024-11-05 22:32:52,3,97730,55,3,2,2,Casual
U06084,2024-06-01 18:21:26,1,32395,212,1,1,1,Dormant
U06085,2024-11-10 08:55:13,1,8694,50,3,1,1,Casual
U06086,2024-07-08 23:05:51,1,61121,175,1,1,2,Dormant
U06087,2024-11-15 21:06:20,6,394235,45,3,3,4,Loyal Customers
U06088,2024-12-16 10:08:31,4,280836,14,4,3,4,Champions
U06089,2024-01-30 21:46:21,3,381455,335,1,2,4,Dormant
U06090,2024-02-05 12:23:40,2,405036,329,1,2,4,Dormant
U06091,2024-10-16 17:45:58,2,241883,75,3,2,3,Casual
U06092,2024-04-08 21:38:40,1,20842,266,1,1,1,Dormant
U06093,2024-07-02 18:07:04,1,33698,181,1,1,1,Dormant
U06094,2024-06-25 12:58:05,3,96510,188,1,2,2,Dormant
U06095,2024-11-01 13:48:44,2,405774,59,3,2,4,Casual
U06096,2024-03-27 13:55:05,2,116921,278,1,2,3,Dormant
U06097,2024-06-10 23:18:25,3,503366,203,1,2,4,Dormant
U06098,2024-09-15 12:40:23,2,123018,106,2,2,3,Dormant
U06099,2024-05-21 08:50:03,3,207524,223,1,2,3,Dormant
U06100,2024-11-08 23:53:53,5,298721,52,3,3,4,Loyal Customers
U06101,2024-03-24 22:39:00,2,293724,281,1,2,4,Dormant
U06102,2024-11-05 16:27:00,3,37207,55,3,2,2,Casual
U06103,2024-12-20 14:52:04,4,65973,10,4,3,2,Champions
U06104,2024-11-07 14:49:11,2,18728,53,3,2,1,Casual
U06105,2024-03-13 21:23:50,2,39761,292,1,2,2,Dormant
U06106,2024-12-17 21:19:36,5,309735,13,4,3,4,Champions
U06107,2024-08-29 10:43:44,1,208796,123,2,1,3,Dormant
U06108,2024-12-28 11:54:20,6,814917,2,4,3,4,Champions
U06109,2024-11-13 18:29:54,6,276095,47,3,3,4,Loyal Customers
U06110,2024-10-24 14:21:31,3,197799,67,3,2,3,Casual
U06111,2024-07-17 10:46:35,3,177866,166,2,2,3,Dormant
U06112,2024-04-01 14:17:37,3,106463,273,1,2,2,Dormant
U06113,2024-09-18 13:28:58,3,58034,103,2,2,2,Dormant
U06114,2024-11-06 11:17:47,1,11371,54,3,1,1,Casual
U06115,2024-08-14 08:52:57,2,23661,138,2,2,1,Dormant
U06116,2024-11-22 10:14:34,2,70026,38,4,2,2,Potential Loyalists
U06117,2024-11-25 18:06:25,4,69306,35,4,3,2,Champions
U06118,2024-12-18 23:06:09,2,183518,12,4,2,3,Potential Loyalists
U06119,2024-08-15 12:27:39,1,13330,137,2,1,1,Dormant
U06120,2024-09-19 20:53:12,3,246231,102,2,2,3,Dormant
U06121,2024-11-25 20:01:55,5,268966,35,4,3,4,Champions
U06123,2024-11-14 14:01:14,3,235994,46,3,2,3,Casual
U06124,2024-11-15 23:01:42,6,412868,45,3,3,4,Loyal Customers
U06125,2024-10-10 16:56:09,3,113030,81,2,2,2,Dormant
U06126,2024-12-09 19:54:04,3,411842,21,4,2,4,Potential Loyalists
U06127,2024-08-29 09:44:36,4,350643,123,2,3,4,Can't Lose Them
U06129,2024-12-29 12:37:14,4,139202,1,4,3,3,Champions
U06131,2024-12-09 11:22:23,3,225858,21,4,2,3,Potential Loyalists
U06132,2024-11-01 12:49:39,2,178562,59,3,2,3,Casual
U06133,2024-12-28 22:27:42,3,88087,2,4,2,2,Potential Loyalists
U06134,2024-07-21 18:31:12,1,11947,162,2,1,1,Dormant
U06135,2024-11-16 08:11:38,3,426798,44,3,2,4,Casual
U06136,2024-10-24 15:35:11,1,41969,67,3,1,2,Casual
U06137,2024-11-29 10:09:41,3,16780,31,4,2,1,Potential Loyalists
U06138,2024-11-26 08:58:28,2,14566,34,4,2,1,Potential Loyalists
U06139,2024-06-10 21:31:59,2,28020,203,1,2,1,Dormant
U06140,2024-10-01 18:05:27,5,549011,90,2,3,4,Can't Lose Them
U06141,2024-08-25 17:40:54,3,98830,127,2,2,2,Dormant
U06142,2024-11-15 17:34:43,2,144656,45,3,2,3,Casual
U06143,2024-12-22 22:21:21,2,130999,8,4,2,3,Potential Loyalists
U06144,2024-12-21 22:47:59,1,4221,9,4,1,1,New Customers
U06146,2024-05-19 20:41:02,2,160498,225,1,2,3,Dormant
U06147,2024-10-01 22:27:35,2,649931,90,2,2,4,Dormant
U06148,2024-11-09 18:07:16,2,36551,51,3,2,2,Casual
U06149,2024-11-04 12:12:59,3,114166,56,3,2,2,Casual
U06151,2024-11-29 13:20:35,3,157921,31,4,2,3,Potential Loyalists
U06152,2024-09-07 21:25:05,3,429668,114,2,2,4,Dormant
U06153,2024-10-16 08:10:40,1,5828,75,3,1,1,Casual
U06154,2024-11-09 16:30:15,5,480809,51,3,3,4,Loyal Customers
U06156,2024-10-01 15:17:57,1,226029,90,2,1,3,Dormant
