user_id,gender,age_group,device_type,acquisition_channel,first_action_type,referral_generation,referred_by_user_id
U06080,F,30대,android,gift_received,received,2,U01199
U06081,M,40대,android,ad,sent,2,U04817
U06082,M,30대,android,gift_received,received,1,U03583
U06083,M,30대,android,gift_received,received,3,U04123
U06084,M,40대,android,gift_received,received,1,U05621
U06085,M,20대,ios,organic,received,1,U01287
U06086,M,40대,android,search,received,1,U00142
U06087,M,30대,android,gift_received,received,0,
U06088,F,30대,ios,organic,sent,0,
U06089,F,20대,ios,ad,sent,0,
U06090,F,30대,android,gift_received,received,1,U01349
U06091,F,30대,android,gift_received,received,1,U04531
U06092,F,10대,android,gift_received,received,0,
U06093,F,20대,ios,gift_received,received,0,
U06094,F,30대,android,ad,sent,1,U05073
U06095,M,10대,ios,gift_received,received,0,
U06096,F,20대,ios,gift_received,received,1,U00532
U06097,M,30대,ios,gift_received,received,1,U00231
U06098,M,20대,android,gift_received,received,0,
U06099,F,40대,android,organic,received,0,
U06100,F,20대,ios,organic,received,0,
U06101,F,20대,ios,search,sent,1,U03343
U06102,F,30대,android,search,received,1,U04227
U06103,M,30대,ios,gift_received,received,1,U05462
U06104,F,40대,ios,ad,received,2,U03678
U06105,M,40대,android,ad,sent,0,
U06106,M,40대,android,ad,sent,2,U00098
U06107,F,20대,android,gift_received,received,1,U05037
U06108,M,30대,ios,gift_received,received,0,
U06109,F,30대,ios,ad,sent,0,
U06110,F,20대,android,organic,sent,2,U02346
U06111,F,10대,ios,search,received,1,U00958
U06112,F,10대,android,ad,sent,1,U02813
U06113,M,30대,android,organic,sent,1,U02257
U06114,F,30대,ios,organic,sent,2,U02465
U06115,F,30대,android,organic,sent,1,U04676
U06116,M,10대,android,ad,received,1,U02721
U06117,F,30대,android,gift_received,received,2,U00334
U06118,M,20대,android,organic,sent,0,
U06119,F,20대,ios,gift_received,received,2,U00797
U06120,F,30대,ios,ad,received,1,U05267
U06121,M,20대,android,gift_received,received,1,U05818
U06122,F,30대,android,organic,sent,0,
U06123,F,30대,android,gift_received,received,0,
U06124,M,40대,android,gift_received,received,1,U03418
U06125,F,20대,ios,ad,sent,1,U06052
U06126,F,30대,android,ad,received,0,
U06127,M,30대,ios,ad,sent,1,U04596
U06128,F,40대,ios,gift_received,received,0,
U06129,F,30대,android,ad,sent,0,
U06130,F,30대,android,ad,sent,0,
U06131,F,30대,ios,ad,sent,1,U01326
U06132,M,50대+,android,search,received,1,U02532
U06133,F,30대,android,gift_received,received,1,U05054
U06134,M,20대,android,gift_received,received,0,
U06135,F,30대,android,organic,sent,0,
U06136,M,20대,android,gift_received,received,1,U03420
U06137,F,40대,ios,organic,sent,0,
U06138,M,30대,android,gift_received,received,1,U03393
U06139,M,20대,android,organic,received,1,U00939
U06140,M,40대,android,gift_received,received,0,
U06141,F,40대,ios,gift_received,received,2,U01576
U06142,F,30대,android,gift_received,received,0,
U06143,F,30대,ios,gift_received,received,1,U05406
U06144,M,20대,ios,gift_received,received,0,
U06145,M,30대,ios,ad,sent,0,
U06146,F,20대,ios,gift_received,received,1,U01249
U06147,M,20대,ios,organic,sent,1,U00073
U06148,F,30대,android,gift_received,received,1,U01159
U06149,M,20대,ios,search,sent,1,U02244
U06150,M,30대,ios,organic,sent,0,
U06151,F,20대,ios,gift_received,received,1,U01736
U06152,F,40대,android,organic,sent,1,U02028
U06153,F,40대,ios,ad,sent,1,U03559
U06154,M,20대,android,gift_received,received,0,
U06155,M,20대,ios,search,sent,1,U02411
U06156,F,20대,android,organic,received,1,U01649
U06157,F,30대,android,organic,received,2,U03304
U06158,F,20대,android,search,received,0,
U06159,F,30대,android,gift_received,received,0,
U06160,F,20대,ios,search,sent,1,U00880
U06161,F,30대,ios,ad,received,2,U04375
U06162,F,20대,android,gift_received,received,1,U05965
U06163,F,10대,ios,organic,sent,2,U03469
U06164,F,10대,ios,gift_received,received,1,U05679
U06165,M,30대,android,search,sent,0,
U06166,M,30대,ios,ad,sent,2,U02016
U06167,F,20대,ios,gift_received,received,0,
U06168,F,30대,android,gift_received,received,0,
U06169,F,10대,ios,search,received,1,U01431
U06170,M,20대,android,gift_received,received,1,U01185
U06171,M,50대+,ios,gift_received,received,3,U01200
U06172,M,40대,android,organic,sent,1,U00354
U06173,M,20대,ios,organic,received,0,
U06174,M,40대,android,gift_received,received,1,U05809
U06175,F,30대,ios,search,sent,1,U03463
U06176,F,30대,ios,search,received,0,
U06177,M,30대,android,search,sent,0,
U06178,M,30대,ios,gift_received,received,3,U00678
U06179,M,40대,android,organic,received,0,
U06180,F,40대,ios,gift_received,received,1,U01451
U06181,F,10대,ios,organic,sent,1,U02339
U06182,F,20대,android,gift_received,received,1,U04339
U06183,F,20대,ios,organic,sent,0,
U06184,F,30대,android,organic,received,1,U01431
U06185,M,20대,ios,organic,received,1,U04512
U06186,M,40대,ios,gift_received,received,1,U01923
U06187,M,30대,ios,ad,sent,1,U00427
U06188,F,40대,android,gift_received,received,1,U02209
U06189,M,20대,ios,gift_received,received,1,U03917
U06190,M,30대,android,ad,received,0,
U06191,F,20대,android,organic,sent,2,U03808
U06192,M,30대,ios,organic,sent,1,U05163
U06193,M,40대,android,search,sent,1,U01581
U06194,F,20대,android,gift_received,received,1,U02168
U06195,F,10대,ios,organic,received,2,U01711
U06196,F,10대,android,organic,received,0,
U06197,F,30대,ios,ad,received,0,
U06198,F,40대,ios,ad,received,0,
U06199,M,20대,ios,ad,sent,1,U04769
U06200,F,30대,android,organic,received,1,U05217
U06201,F,10대,ios,gift_received,received,0,
U06202,M,40대,ios,gift_received,received,1,U01907
U06203,M,20대,ios,organic,sent,1,U03541
U06204,F,20대,ios,gift_received,received,0,
U06205,M,40대,android,gift_received,received,1,U00802
U06206,F,30대,android,organic,sent,0,
U06207,F,40대,ios,organic,received,1,U03009
U06208,F,30대,ios,organic,received,1,U05064
U06209,M,30대,android,gift_received,received,0,
U06210,M,20대,ios,search,received,1,U04294
U06211,F,30대,ios,gift_received,received,2,U00809
U06212,F,20대,android,organic,sent,0,
U06213,F,20대,android,gift_received,received,3,U02502
U06214,M,30대,ios,gift_received,received,0,
U06215,F,40대,android,gift_received,received,0,
U06216,F,40대,android,ad,received,0,
U06217,F,10대,ios,gift_received,received,0,
U06218,F,40대,android,gift_received,received,2,U03304
U06219,M,20대,ios,organic,sent,1,U00849
U06220,M,30대,android,gift_received,received,1,U04280
U06221,M,30대,ios,organic,sent,0,
U06222,F,30대,android,organic,received,0,
U06223,M,40대,android,search,sent,0,
U06224,F,10대,android,ad,sent,2,U02384
U06225,F,30대,ios,organic,sent,1,U05414
U06226,M,40대,android,organic,sent,3,U02390
U06227,M,50대+,ios,search,sent,1,U00512
U06228,M,40대,android,organic,sent,0,
U06229,M,20대,ios,gift_received,received,2,U04896
U06230,M,20대,android,gift_received,received,0,
U06231,M,30대,ios,organic,sent,1,U02107
U06232,F,40대,ios,search,sent,1,U02577
U06233,F,10대,ios,gift_received,received,0,
U06234,M,20대,android,search,sent,0,
U06235,M,30대,android,gift_received,received,1,U06201
U06236,M,50대+,android,gift_received,received,0,
U06237,F,30대,android,gift_received,received,1,U03079
U06238,F,30대,android,organic,sent,0,
U06239,M,30대,android,gift_received,received,1,U04083
U06240,F,20대,ios,search,received,2,U03841
U06241,F,40대,ios,organic,received,1,U01280
U06242,M,30대,ios,gift_received,received,2,U03963
U06243,M,20대,ios,organic,sent,1,U00677
U06244,M,20대,ios,ad,sent,1,U05278
U06245,F,30대,ios,organic,received,1,U02903
U06246,F,30대,android,organic,sent,0,
U06247,M,30대,android,ad,received,0,
U06248,F,40대,ios,ad,sent,1,U02838
U06249,M,10대,android,gift_received,received,2,U03124
U06250,F,30대,android,gift_received,received,0,
U06251,M,50대+,android,organic,sent,1,U06244
U06252,F,50대+,android,ad,received,1,U04542
U06253,F,40대,ios,organic,sent,0,
U06254,F,20대,ios,gift_received,received,2,U04253
U06255,M,50대+,android,organic,sent,0,
U06256,F,50대+,ios,organic,received,0,
U06257,F,20대,ios,ad,received,1,U01474
U06258,M,20대,android,gift_received,received,0,
U06259,F,10대,android,gift_received,received,0,
U06260,F,30대,ios,gift_received,received,0,
U06261,F,50대+,android,search,received,0,
U06262,M,20대,android,gift_received,received,2,U04708
U06263,F,30대,android,gift_received,received,1,U05785
U06264,F,30대,android,organic,received,0,
U06265,F,20대,android,organic,received,2,U00586
U06266,F,20대,ios,organic,received,1,U01961
U06267,M,10대,ios,ad,received,1,U00364
U06268,F,20대,android,organic,received,1,U02363
U06269,M,40대,ios,organic,sent,1,U01394
U06270,M,30대,android,gift_received,received,0,
U06271,M,40대,ios,gift_received,received,1,U04715
U06272,F,30대,android,organic,sent,0,
U06273,F,40대,android,organic,sent,1,U00915
U06274,F,50대+,android,organic,sent,1,U05057
U06275,M,30대,ios,ad,sent,1,U03680
U06276,M,20대,android,gift_received,received,1,U02019
U06277,F,20대,android,search,received,1,U01895
U06278,F,20대,android,ad,received,1,U03242
U06279,F,40대,ios,organic,received,2,U00125
U06280,F,40대,android,ad,sent,2,U01675
U06281,M,30대,ios,organic,received,1,U01468
U06282,F,40대,android,ad,sent,2,U04383
U06283,F,30대,android,gift_received,received,2,U04223
U06284,F,30대,ios,search,sent,1,U02631
U06285,M,40대,ios,gift_received,received,1,U00133
U06286,F,30대,android,organic,received,2,U01747
U06287,M,20대,ios,gift_received,received,0,
U06288,F,20대,ios,search,received,0,
U06289,F,20대,ios,organic,received,0,
U06290,F,30대,ios,ad,sent,1,U04688
U06291,M,20대,ios,gift_received,received,1,U00417
U06292,M,20대,android,gift_received,received,0,
U06293,F,20대,ios,organic,sent,3,U02446
U06294,F,20대,ios,organic,received,2,U00497
U06295,M,50대+,android,gift_received,received,1,U02747
U06296,M,20대,android,search,sent,1,U00199
U06297,M,50대+,android,gift_received,received,0,
U06298,F,30대,android,gift_received,received,2,U02571
U06299,M,30대,ios,search,received,0,
U06300,M,50대+,ios,gift_received,received,2,U06124
U06301,F,20대,ios,gift_received,received,3,U06096
U06302,M,30대,ios,gift_received,received,0,
U06303,M,10대,ios,organic,sent,2,U00696
U06304,M,40대,android,gift_received,received,1,U02299
U06305,F,40대,ios,gift_received,received,1,U02589
U06306,F,30대,ios,search,sent,0,
U06307,F,30대,ios,organic,sent,1,U03176
U06308,M,10대,ios,organic,received,1,U02944
U06309,F,20대,android,organic,sent,2,U02400
U06310,M,20대,ios,gift_received,received,1,U01729
U06311,F,50대+,android,ad,sent,1,U04519
U06312,F,20대,ios,ad,sent,0,
U06313,F,20대,ios,ad,sent,0,
U06314,M,20대,android,organic,sent,2,U05581
U06315,M,10대,android,ad,sent,0,
U06316,F,20대,ios,gift_received,received,2,U00579
U06317,M,20대,android,gift_received,received,1,U03967
U06318,M,50대+,android,gift_received,received,2,U00832
U06319,M,30대,android,gift_received,received,0,
U06320,F,30대,ios,organic,received,1,U00817
U06321,F,20대,ios,ad,sent,1,U05273
U06322,F,40대,ios,gift_received,received,0,
U06323,M,20대,android,gift_received,received,2,U01984
U06324,M,30대,ios,gift_received,received,1,U06287
U06325,F,30대,android,organic,received,1,U02660
U06326,M,20대,android,search,sent,0,
U06327,M,50대+,ios,organic,sent,1,U06232
U06328,M,20대,ios,gift_received,received,1,U01268
U06329,M,20대,android,gift_received,received,1,U00150
U06330,M,30대,ios,ad,received,1,U03425
U06331,M,40대,ios,organic,sent,1,U02247
U06332,M,30대,android,gift_received,received,1,U03469
U06333,F,30대,ios,ad,sent,2,U05687
U06334,M,40대,android,organic,sent,0,
U06335,F,30대,ios,ad,received,1,U00928
U06336,F,40대,android,search,received,0,
U06337,F,40대,ios,organic,received,1,U03573
U06338,M,20대,android,gift_received,received,1,U03406
U06339,F,30대,android,gift_received,received,1,U03943
U06340,M,50대+,ios,ad,received,1,U00454
U06341,F,30대,android,organic,sent,0,
U06342,F,30대,ios,gift_received,received,1,U05104
U06343,M,20대,android,organic,received,1,U04020
U06344,F,40대,android,gift_received,received,1,U06002
U06345,F,30대,ios,search,received,2,U01725
U06346,F,20대,ios,organic,received,1,U00217
U06347,M,40대,android,gift_received,received,1,U01316
U06348,F,40대,ios,gift_received,received,1,U01171
U06349,F,30대,android,gift_received,received,1,U05877
U06350,F,50대+,android,gift_received,received,1,U05285
U06351,M,40대,ios,ad,received,1,U00255
U06352,M,20대,ios,gift_received,received,0,
U06353,F,30대,android,search,sent,2,U05669
U06354,F,10대,android,gift_received,received,2,U03542
U06355,F,30대,android,ad,sent,1,U04023
U06356,F,50대+,android,organic,sent,0,
U06357,M,30대,ios,gift_received,received,1,U01423
U06358,F,20대,ios,ad,sent,0,
U06359,F,20대,android,organic,received,0,
U06360,F,20대,ios,gift_received,received,0,
U06361,M,10대,ios,gift_received,received,0,
U06362,F,50대+,android,gift_received,received,1,U02284
U06363,M,20대,ios,gift_received,received,1,U05233
U06364,F,30대,ios,gift_received,received,0,
U06365,M,30대,ios,organic,sent,3,U04533
U06366,F,30대,ios,ad,sent,1,U00673
U06367,M,10대,ios,organic,received,2,U00488
U06368,M,30대,ios,ad,received,1,U01264
U06369,F,50대+,ios,organic,received,1,U02927
U06370,M,30대,android,organic,sent,0,
U06371,F,30대,ios,ad,received,1,U00440
U06372,M,10대,android,organic,received,1,U05602
U06373,M,50대+,android,gift_received,received,1,U02931
U06374,F,40대,ios,organic,received,1,U02277
U06375,M,30대,ios,gift_received,received,1,U05661
U06376,F,30대,android,ad,received,1,U01971
U06377,M,40대,android,gift_received,received,2,U00650
U06378,M,40대,android,ad,sent,1,U04079
U06379,M,30대,android,organic,sent,0,
U06380,M,40대,android,gift_received,received,2,U03121
U06381,F,40대,ios,gift_received,received,1,U00609
U06382,M,10대,ios,organic,received,0,
U06383,F,20대,ios,gift_received,received,2,U02043
U06384,M,20대,ios,search,sent,1,U00817
U06385,F,30대,android,ad,sent,0,
U06386,F,20대,ios,gift_received,received,1,U04188
U06387,F,30대,android,search,sent,0,
U06388,F,10대,android,organic,sent,1,U04647
U06389,F,40대,ios,ad,sent,0,
U06390,F,20대,ios,search,received,3,U03648
U06391,F,20대,android,ad,sent,1,U00047
U06392,F,40대,ios,organic,received,0,
U06393,M,30대,ios,gift_received,received,2,U05549
U06394,M,10대,ios,organic,sent,1,U05673
U06395,F,40대,ios,search,sent,0,
U06396,M,20대,android,organic,sent,0,
U06397,F,30대,android,search,sent,0,
U06398,F,40대,android,search,received,1,U02687
U06399,F,40대,android,gift_received,received,1,U01238
U06400,F,30대,ios,gift_received,received,2,U06199
U06401,F,30대,ios,organic,received,0,
U06402,M,20대,ios,ad,sent,0,
U06403,F,30대,ios,organic,sent,1,U06113
U06404,M,30대,ios,gift_received,received,1,U02113
U06405,M,40대,ios,gift_received,received,0,
U06406,F,30대,android,organic,received,0,
U06407,F,20대,android,gift_received,received,0,
U06408,M,10대,ios,ad,received,1,U02672
U06409,M,20대,android,organic,received,0,
U06410,M,30대,android,gift_received,received,1,U04045
U06411,M,10대,android,gift_received,received,2,U00531
U06412,F,20대,ios,gift_received,received,1,U06316
U06413,M,30대,ios,gift_received,received,3,U00353
U06414,F,20대,ios,gift_received,received,1,U02416
U06415,F,40대,ios,search,sent,1,U05353
U06416,F,30대,ios,organic,received,1,U01263
U06417,M,20대,android,gift_received,received,1,U06040
U06418,F,10대,ios,gift_received,received,1,U02642
U06419,F,40대,ios,organic,sent,2,U06208
U06420,M,30대,android,organic,received,2,U04536
U06421,F,30대,android,ad,sent,1,U03506
U06422,M,30대,ios,ad,sent,0,
U06423,M,40대,ios,gift_received,received,0,
U06424,M,20대,ios,gift_received,received,1,U00908
U06425,F,30대,ios,ad,sent,1,U03464
U06426,M,30대,android,gift_received,received,0,
U06427,F,30대,ios,gift_received,received,0,
U06428,F,20대,ios,ad,sent,2,U06018
U06429,M,50대+,android,organic,sent,1,U06188
U06430,F,20대,android,ad,received,1,U04422
U06431,F,30대,android,organic,sent,0,
U06432,M,30대,android,ad,sent,0,
U06433,M,40대,android,gift_received,received,1,U02606
U06434,F,30대,ios,organic,sent,1,U04691
U06435,F,40대,ios,gift_received,received,2,U06113
U06436,F,40대,ios,gift_received,received,0,
U06437,M,30대,ios,organic,sent,0,
U06438,F,20대,ios,gift_received,received,2,U00161
U06439,F,20대,android,gift_received,received,2,U01674
U06440,M,40대,android,ad,received,0,
U06441,M,30대,ios,organic,sent,0,
U06442,F,30대,android,gift_received,received,3,U01974
U06443,M,40대,android,organic,sent,0,
U06444,F,20대,android,gift_received,received,1,U00011
U06445,M,30대,android,gift_received,received,2,U03145
U06446,F,40대,android,ad,sent,1,U02316
U06447,F,30대,ios,gift_received,received,0,
U06448,F,20대,ios,organic,sent,1,U00194
U06449,F,30대,ios,organic,received,0,
U06450,M,20대,android,organic,received,2,U04469
U06451,M,20대,android,organic,sent,0,
U06452,M,30대,ios,ad,sent,1,U04108
U06453,F,10대,ios,ad,sent,0,
U06454,F,30대,ios,gift_received,received,2,U00960
U06455,F,20대,ios,organic,sent,1,U05510
U06456,M,40대,ios,ad,received,0,
U06457,M,20대,android,organic,sent,1,U00759
U06458,M,20대,ios,gift_received,received,2,U04036
U06459,F,40대,android,gift_received,received,1,U02714
U06460,F,30대,android,organic,sent,1,U05736
U06461,M,40대,ios,gift_received,received,2,U02173
U06462,F,30대,android,organic,sent,1,U03029
U06463,F,20대,ios,search,sent,1,U00372
U06464,F,20대,android,gift_received,received,0,
U06465,F,40대,android,organic,received,0,
U06466,F,20대,ios,gift_received,received,2,U03529
U06467,F,50대+,ios,gift_received,received,0,
U06468,F,40대,ios,search,sent,3,U03447
U06469,F,20대,ios,gift_received,received,0,
U06470,F,20대,android,gift_received,received,2,U00884
U06471,F,30대,android,gift_received,received,1,U01965
U06472,M,40대,ios,organic,received,0,
U06473,F,20대,android,gift_received,received,0,
U06474,M,30대,android,ad,received,1,U01258
U06475,F,20대,ios,ad,sent,1,U03568
U06476,M,30대,ios,organic,sent,1,U00351
U06477,M,30대,ios,gift_received,received,1,U03495
U06478,F,30대,ios,search,sent,1,U04545
U06479,M,50대+,ios,organic,received,2,U00243
U06480,F,40대,android,organic,sent,1,U05632
U06481,F,20대,android,ad,received,0,
U06482,M,40대,android,search,sent,2,U04321
U06483,M,30대,android,gift_received,received,2,U04461
U06484,M,30대,ios,gift_received,received,2,U04131
U06485,M,30대,android,organic,sent,1,U01339
U06486,F,30대,ios,ad,sent,2,U06359
U06487,F,30대,ios,gift_received,received,0,
U06488,F,40대,android,ad,sent,0,
U06489,F,20대,android,organic,received,1,U05943
U06490,F,40대,android,gift_received,received,0,
U06491,M,50대+,android,gift_received,received,0,
U06492,F,40대,android,search,received,1,U01110
U06493,F,20대,ios,gift_received,received,1,U00243
U06494,F,30대,android,organic,received,0,
U06495,M,30대,android,organic,sent,0,
U06496,F,40대,ios,gift_received,received,2,U05263
U06497,M,30대,android,ad,received,0,
U06498,M,30대,ios,search,received,0,
U06499,F,30대,android,organic,sent,1,U00638
U06500,F,20대,android,gift_received,received,1,U03177
U06501,M,20대,android,organic,sent,1,U00912
U06502,F,30대,ios,gift_received,received,0,
U06503,M,30대,ios,organic,received,1,U03609
U06504,F,30대,ios,gift_received,received,1,U02721
U06505,F,20대,android,organic,received,1,U04187
U06506,M,40대,ios,organic,received,2,U02464
U06507,F,20대,android,ad,sent,0,
U06508,F,50대+,ios,search,received,1,U00358
U06509,F,10대,ios,gift_received,received,0,
U06510,F,30대,android,organic,sent,1,U01792
U06511,M,30대,android,gift_received,received,1,U04963
U06512,F,20대,ios,gift_received,received,1,U04105
U06513,M,20대,ios,ad,sent,0,
U06514,F,30대,android,organic,sent,2,U05340
U06515,M,30대,android,gift_received,received,1,U03941
U06516,F,30대,android,organic,sent,1,U03506
U06517,F,20대,ios,gift_received,received,1,U03555
U06518,F,30대,ios,search,sent,0,
U06519,F,30대,android,gift_received,received,0,
U06520,F,20대,android,organic,received,0,
U06521,M,40대,ios,gift_received,received,1,U02443
U06522,M,30대,ios,gift_received,received,2,U02579
U06523,F,30대,ios,gift_received,received,1,U03750
U06524,M,40대,ios,gift_received,received,0,
U06525,F,50대+,ios,gift_received,received,1,U00869
U06526,F,30대,android,gift_received,received,1,U00539
U06527,M,40대,ios,gift_received,received,0,
U06528,M,30대,android,ad,received,0,
U06529,M,40대,ios,ad,sent,1,U05501
U06530,F,20대,ios,gift_received,received,1,U02621
U06531,M,20대,android,gift_received,received,0,
U06532,F,30대,ios,ad,sent,1,U05875
U06533,M,40대,android,gift_received,received,0,
U06534,F,40대,android,ad,sent,2,U02133
U06535,M,30대,android,organic,sent,1,U06427
U06536,M,20대,ios,gift_received,received,0,
U06537,M,20대,ios,search,received,0,
U06538,F,50대+,ios,organic,sent,1,U01867
U06539,M,50대+,android,ad,sent,1,U04087
U06540,M,40대,android,organic,received,3,U03723
U06541,F,30대,android,gift_received,received,2,U03939
U06542,F,40대,android,gift_received,received,1,U02424
U06543,F,40대,ios,gift_received,received,1,U00611
U06544,F,30대,ios,organic,received,3,U01353
U06545,F,20대,ios,organic,sent,0,
U06546,F,30대,android,ad,received,1,U06280
U06547,F,30대,ios,ad,received,1,U04653
U06548,F,40대,android,gift_received,received,0,
U06549,M,30대,ios,search,received,1,U01827
U06550,F,40대,ios,gift_received,received,1,U00220
U06551,F,10대,android,organic,sent,2,U02694
U06552,F,20대,ios,ad,received,1,U02208
U06553,M,30대,android,organic,received,1,U01279
U06554,F,20대,ios,organic,received,1,U00776
U06555,M,30대,ios,organic,received,1,U04782
U06556,F,30대,android,organic,received,0,
U06557,F,30대,android,gift_received,received,1,U01067
U06558,F,20대,ios,organic,received,0,
U06559,M,50대+,ios,ad,received,0,
U06560,F,30대,ios,ad,received,1,U06482
U06561,M,30대,ios,search,received,1,U01336
U06562,M,30대,android,gift_received,received,2,U01599
U06563,F,40대,android,ad,sent,0,
U06564,M,30대,android,search,sent,2,U05884
U06565,M,20대,ios,gift_received,received,1,U00147
U06566,F,40대,ios,ad,sent,1,U03946
U06567,M,30대,android,gift_received,received,3,U00810
U06568,F,20대,ios,search,received,0,
U06569,F,40대,ios,gift_received,received,1,U04056
U06570,F,30대,ios,gift_received,received,1,U03808
U06571,F,30대,ios,gift_received,received,2,U06439
U06572,F,30대,ios,gift_received,received,1,U02923
U06573,M,40대,android,gift_received,received,2,U00463
U06574,M,30대,android,search,received,0,
U06575,F,30대,ios,organic,sent,1,U01768
U06576,M,40대,ios,gift_received,received,0,
U06577,F,30대,android,gift_received,received,1,U04080
U06578,F,40대,ios,organic,sent,1,U05006
U06579,F,20대,ios,gift_received,received,0,
U06580,F,40대,android,organic,sent,1,U03655
U06581,F,40대,ios,gift_received,received,0,
U06582,F,40대,android,gift_received,received,1,U05405
U06583,F,50대+,android,search,sent,1,U05186
U06584,F,20대,ios,search,received,2,U01156
U06585,M,30대,android,gift_received,received,1,U01873
U06586,M,30대,ios,gift_received,received,0,
U06587,M,40대,ios,organic,received,2,U01569
U06588,F,30대,ios,search,received,1,U02244
U06589,F,40대,ios,search,sent,0,
U06590,F,30대,ios,organic,sent,0,
U06591,M,20대,android,gift_received,received,0,
U06592,F,30대,ios,ad,sent,0,
U06593,M,40대,android,ad,received,1,U05941
U06594,F,30대,ios,ad,sent,1,U03549
U06595,F,30대,android,gift_received,received,0,
U06596,F,30대,ios,gift_received,received,1,U01523
U06597,F,30대,android,gift_received,received,2,U03074
U06598,M,20대,android,gift_received,received,0,
U06599,M,10대,ios,gift_received,received,0,
U06600,F,10대,android,gift_received,received,1,U03424
U06601,F,20대,android,gift_received,received,1,U02881
U06602,M,30대,android,organic,sent,1,U00448
U06603,F,40대,ios,ad,sent,0,
U06604,F,40대,android,gift_received,received,1,U03529
U06605,M,20대,android,organic,received,1,U05095
U06606,F,10대,ios,gift_received,received,2,U01219
U06607,F,40대,android,organic,sent,1,U04236
U06608,F,30대,android,gift_received,received,2,U01255
U06609,F,20대,ios,ad,sent,1,U05625
U06610,F,20대,android,search,received,0,
U06611,F,40대,ios,gift_received,received,0,
U06612,F,30대,ios,search,received,0,
U06613,F,40대,android,ad,received,2,U00720
U06614,F,20대,ios,gift_received,received,2,U02270
U06615,F,20대,android,search,sent,1,U04990
U06616,M,40대,android,organic,sent,0,
U06617,M,10대,ios,gift_received,received,1,U06412
U06618,F,20대,android,ad,received,0,
U06619,F,20대,android,gift_received,received,0,
U06620,F,40대,android,ad,sent,1,U02260
U06621,M,30대,ios,gift_received,received,0,
U06622,F,40대,android,gift_received,received,0,
U06623,F,20대,ios,organic,received,1,U05762
U06624,M,20대,android,organic,sent,1,U00446
U06625,F,30대,android,search,sent,0,
U06626,M,20대,android,organic,sent,2,U05233
U06627,F,40대,ios,ad,sent,1,U04992
U06628,F,50대+,ios,gift_received,received,0,
U06629,M,30대,android,search,sent,1,U05557
U06630,F,30대,ios,gift_received,received,1,U05753
U06631,F,30대,ios,organic,sent,0,
U06632,F,40대,android,ad,received,1,U04988
U06633,F,40대,android,gift_received,received,1,U03836
U06634,F,30대,ios,organic,sent,2,U04146
U06635,M,20대,ios,gift_received,received,0,
U06636,F,40대,android,organic,received,0,
U06637,F,20대,android,ad,sent,1,U02682
U06638,F,40대,ios,gift_received,received,0,
U06639,M,30대,ios,organic,sent,0,
U06640,F,20대,android,organic,received,0,
U06641,F,30대,android,gift_received,received,1,U00841
U06642,F,30대,android,search,sent,2,U01678
U06643,F,10대,android,gift_received,received,0,
U06644,F,40대,android,organic,sent,3,U02284
U06645,F,30대,ios,organic,received,0,
U06646,M,40대,ios,ad,sent,1,U01825
U06647,F,10대,android,gift_received,received,0,
U06648,F,30대,android,ad,received,1,U02398
U06649,F,40대,android,gift_received,received,0,
U06650,M,30대,android,gift_received,received,2,U06138
U06651,F,40대,android,organic,received,1,U03794
U06652,M,30대,android,ad,received,1,U01114
U06653,F,40대,android,gift_received,received,3,U03770
U06654,F,10대,ios,organic,received,0,
U06655,M,50대+,ios,ad,received,0,
U06656,F,50대+,ios,ad,received,1,U04173
U06657,M,30대,android,organic,received,3,U04816
U06658,F,10대,ios,gift_received,received,3,U02727
U06659,F,20대,android,gift_received,received,3,U06538
U06660,F,20대,android,organic,received,1,U06563
U06661,M,30대,android,gift_received,received,1,U03988
U06662,M,30대,android,ad,sent,0,
U06663,F,40대,ios,gift_received,received,2,U01684
U06664,M,40대,android,gift_received,received,1,U01078
U06665,F,30대,ios,organic,sent,0,
U06666,M,50대+,ios,gift_received,received,1,U06533
U06667,M,30대,ios,organic,received,2,U04336
U06668,F,40대,android,organic,received,0,
U06669,M,30대,ios,organic,received,1,U06513
U06670,M,40대,ios,gift_received,received,1,U02952
U06671,F,20대,android,gift_received,received,2,U02589
U06672,M,30대,ios,ad,sent,0,
U06673,F,30대,android,gift_received,received,0,
U06674,M,30대,android,gift_received,received,2,U06247
U06675,F,20대,android,organic,received,0,
U06676,F,50대+,android,organic,sent,1,U00241
U06677,F,20대,android,gift_received,received,0,
U06678,M,20대,android,organic,sent,0,
U06679,F,40대,android,search,sent,2,U04580
U06680,M,20대,android,gift_received,received,0,
U06681,M,10대,ios,gift_received,received,0,
U06682,F,40대,android,gift_received,received,1,U06319
U06683,F,30대,ios,organic,received,0,
U06684,F,40대,android,ad,received,1,U05845
U06685,M,40대,ios,organic,received,1,U03611
U06686,F,10대,ios,gift_received,received,0,
U06687,F,30대,ios,gift_received,received,0,
U06688,M,40대,android,ad,sent,1,U00651
U06689,F,30대,ios,ad,sent,0,
U06690,F,20대,ios,gift_received,received,0,
U06691,M,20대,android,organic,sent,2,U00569
U06692,F,30대,ios,ad,received,0,
U06693,F,20대,android,organic,received,1,U01447
U06694,F,30대,android,gift_received,received,0,
U06695,F,10대,android,gift_received,received,1,U03175
U06696,F,30대,android,organic,sent,1,U04022
U06697,F,30대,ios,organic,received,1,U00059
